I358;I35;OTROS TRASTORNOS DE LA VALVULA AORTICA
I359;I35;TRASTORNO DE LA VALVULA AORTICA, NO ESPECIFICADO
I360;I36;ESTENOSIS NO REUMATICA (DE LA VALVULA) TRICUSPIDE)
I361;I36;INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE
I362;I36;ESTENOSIS CON INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE
I368;I36;OTROS TRASTORNOS NO REUMATICOS DE LA VALVULA TRICUSPIDE
I369;I36;TRASTORNO NO REUMATICO DE LA VALVULA TRICUSPIDE, NO ESPECIFICADO
I370;I37;ESTENOSIS DE LA VALVULA PULMONAR
I371;I37;INSUFICIENCIA DE LA VALVULA PULMONAR
I372;I37;ESTENOSIS DE LA VALVULA PULMONAR CON INSUFICIENCIA
I378;I37;OTROS TRASTORNOS DE LA VALVULA PULMONAR
I379;I37;TRASTORNO DE LA VALVULA PULMONAR, NO ESPECIFICADO
I38;I38;ENDOCARDITIS, VALVULA NO ESPECIFICADA
I390;I39;TRASTORNOS DE LA VALVULA MITRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I391;I39;TRASTORNOS DE LA VALVULA AORTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I392;I39;TRASTORNOS DE LA VALVULA TRICUSPIDE EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I393;I39;TRASTORNOS DE LA VALVULA PULMONAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I394;I39;TRASTORNOS DE LA VALVULARES MULTIPLES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I398;I39;ENDOCARDITIS, VALVULA NO ESPECIFICADA, EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I400;I40;MIOCARDITIS INFECCIOSA
I401;I40;MIOCARDITIS AISLADA
I408;I40;OTRAS MIOCARDITIS AGUDAS
I409;I40;MIOCARDITIS AGUDA, NO ESPECIFICADA
I410;I41;MIOCARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
I411;I41;MIOCARDITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
I412;I41;MIOCARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
I418;I41;MIOCARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I420;I42;CARDIOMIOPATIA DILATADA
I421;I42;CARDIOMIOPATIA HIPERTROFICA OBSTRUCTIVA
I422;I42;OTRAS CARDIOMIOPATIA HIPERTROFICAS
I423;I42;ENFERMEDAD ENDOMIOCARDICA (EOSINOFILICA)
I424;I42;FIBROELASTOSIS ENDOCARDICA
I425;I42;OTRAS CARDIOMIOPATIAS RESTRICTIVAS
I426;I42;CARDIOMIOPATIA ALCOHOLICA
I427;I42;CARDIOMIOPATIA DEBIDA A DROGAS Y A OTROS AGENTES EXTERNOS
I428;I42;OTRAS CARDIOMIOPATIA
I429;I42;CARDIOMIOPATIA, NO ESPECIFICADA
I430;I43;CARDIOMIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
I431;I43;CARDIOMIOPATIA EN ENFERMEDADES METABOLICAS
I432;I43;CARDIOMIOPATIA EN ENFERMEDADES NUTRICIONALES
I438;I43;CARDIOMIOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I440;I44;BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO
I441;I44;BLOQUEO AURICULOVENTRICULAR DE SEGUNDO GRADO
I442;I44;BLOQUEO AURICULOVENTRICULAR COMPLETO
I443;I44;OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS
I444;I44;BLOQUEO FASCICULAR ANTERIOR IZQUIERDO
I445;I44;BLOQUEO FASCICULAR POSTERIOR IZQUIERDO
I446;I44;OTROS TIPOS DE BLOQUEO FASCICULAR Y LOS NO ESPECIFICADOS
I447;I44;BLOQUEO DE RAMA IZQUIERDA DEL HAZ, SIN OTRA ESPECIFICACION
I450;I45;BLOQUEO FASCICULAR DERECHO
I451;I45;OTROS TIPOS DE BLOQUEO DE RAMA DERECHA DEL HAZ Y LOS NO ESPECIFICADOS
I452;I45;BLOQUEO BIFASCICULAR
I453;I45;BLOQUEO TRIFASCICULAR
I454;I45;BLOQUEO INTRAVENTRICULAR NO ESPECIFICADO
I455;I45;OTROS TIPOS ESPECIFICADOS DE BLOQUEO DEL CORAZON
I456;I45;SINDROME DE PREEXCITACION
I458;I45;OTROS TRASTORNOS ESPECIFICADOS DE LA CONDUCCION
I459;I45;TRASTORNO DE LA CONDUCCION, NO ESPECIFICADO
I460;I46;PARO CARDIACO CON RESUCITACION EXITOSA
I461;I46;MUERTE CARDIACA SUBITA, ASI DESCRITA
I469;I46;PARO CARDIACO, NO ESPECIFICADO
I470;I47;ARRITMIA POR REENTRADA VENTRICULAR
I471;I47;TAQUICARDIA SUPRAVENTRICULAR
I472;I47;TAQUICARDIA VENTRICULAR
I479;I47;TAQUICARDIA PAROXISTICA, NO ESPECIFICADA
I48;I48;FIBRILACION Y ALETEO AURICULAR
I490;I49;FIBRILACION Y ALETEO VENTRICULAR
I491;I49;DESPOLARIZACION AURICULAR PREMATURA
I492;I49;DESPOLARIZACION PREMATURA NODAL
I493;I49;DESPOLARIZACION VENTRICULAR PREMATURA
I494;I49;OTROS TIPOS DE DESPOLARIZACION PREMATURA Y LOS NO ESPECIFICADOS
I495;I49;SINDROME DEL SENO ENFERMO
I498;I49;OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS
I499;I49;ARRITMIA CARDIACA, NO ESPECIFICADA
I500;I50;INSUFICIENCIA CARDIACA CONGESTIVA
I501;I50;INSUFICIENCIA VENTRICULAR IZQUIERDA
I509;I50;INSUFICIENCIA CARDIACA, NO ESPECIFICADA
I510;I51;DEFECTO DEL TABIQUE CARDIACO, ADQUIRIDO
I511;I51;RUPTURA DE CUERDA TENDINOSA, NO CLASIFICADA EN OTRA PARTE
I512;I51;RUPTURA DEL MUSCULO PAPILAR, NO CLASIFICADA EN OTRA PARTE
I513;I51;TROMBOSIS INTRACARDIACA, NO CLASIFICADA EN OTRA PARTE
I514;I51;MIOCARDITIS, NO ESPECIFICADA
I515;I51;DEGENERACION MIOCARDICA
I516;I51;ENFERMEDAD CARDIOVASCULAR, NO ESPECIFICADA
I517;I51;CARDIOMEGALIA
I518;I51;OTRAS ENFERMEDADES CARDIACAS MAL DEFINIDAS
I519;I51;ENFERMEDAD CARDIACA, NO ESPECIFICADA
I520;I52;OTROS TRASTORNOS CARDIACOS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
I521;I52;OTROS TRASTORNOS CARDIACOS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
I528;I52;OTROS TRASTORNOS CARDIACOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I600;I60;HEMORRAGIA SUBARACNOIDEA DE SIFON Y BIFURCACION CAROTIDEA
I601;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA
I602;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR
I603;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE POSTERIOR
I604;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA BASILAR
I605;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA VERTEBRAL
I606;I60;HEMORRAGIA SUBARACNOIDEA DE OTRAS ARTERIAS INTRACRANEALES
I607;I60;HEMORRAGIA SUBARACNOIDEA DE ARTERIA INTRACRANEAL NO ESPECIFICADA
I608;I60;OTRAS HEMORRAGIAS SUBARACNOIDEAS
I609;I60;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA
I610;I61;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL
I611;I61;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, CORTICAL
I612;I61;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, NO ESPECIFICADA
I613;I61;HEMORRAGIA INTRAENCEFALICA EN TALLO CEREBRAL
I614;I61;HEMORRAGIA INTRAENCEFALICA EN CEREBELO
I615;I61;HEMORRAGIA INTRAENCEFALICA, INTRAVENTRICULAR
I616;I61;HEMORRAGIA INTRAENCEFALICA DE LOCALIZACIONES MULTIPLES
I618;I61;OTRAS HEMORRAGIAS INTRAENCEFALICAS
I619;I61;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA
I620;I62;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA)
I621;I62;HEMORRAGIA EXTRADURAL NO TRAUMATICA
I629;I62;HEMORRAGIA INTRACRANEAL (NO TRAUMATICA), NO ESPECIFICADA
I630;I63;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS PRECEREBRALES
I631;I63;INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS PRECEREBRALES
I632;I63;INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES
I633;I63;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS CEREBRALES
I634;I63;INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES
I635;I63;INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS CEREBRALES
I636;I63;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE VENAS CEREBRALES, NO PIOGENO
I638;I63;OTROS INFARTOS CEREBRALES
I639;I63;INFARTO CEREBRAL, NO ESPECIFICADO
I64;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO
I650;I65;OCLUSION Y ESTENOSIS DE ARTERIA VERTEBRAL
I651;I65;OCLUSION Y ESTENOSIS DE ARTERIA BASILAR
I652;I65;OCLUSION Y ESTENOSIS DE ARTERIA CAROTIDA
I653;I65;OCLUSION Y ESTENOSIS MULTIPLE BILATERAL DE ARTERIAS PRECEREBRALES
I658;I65;OCLUSION Y ESTENOSIS DE OTRAS ARTERIAS PRECEREBRALES
I659;I65;OCLUSION Y ESTENOSIS DE ARTERIA PRECEREBRAL NO ESPECIFICADA
I660;I66;OCLUSION Y ESTENOSIS DE LA ARTERIA CEREBRAL MEDIA
I661;I66;OCLUSION Y ESTENOSIS DE LA ARTERIA CEREBRAL ANTERIOR
I662;I66;OCLUSION Y ESTENOSIS DE LA ARTERIA CEREBRAL POSTERIOR
I663;I66;OCLUSION Y ESTENOSIS DE ARTERIAS CEREBELOSAS
I664;I66;OCLUSION Y ESTENOSIS MULTIPLE BILATERAL DE ARTERIAS CEREBRALES
I668;I66;OCLUSION Y ESTENOSIS DE OTRAS ARTERIAS CEREBRALES
I669;I66;OCLUSION Y ESTENOSIS DE ARTERIA CEREBRAL NO ESPECIFICADA
I670;I67;DISECCION DE ARTERIAS CEREBRALES, SIN RUPTURA
I671;I67;ANEURISMA CEREBRAL, SIN RUPTURA
I672;I67;ATEROSCLEROSIS CEREBRAL
I673;I67;LEUCOENCEFALOPATIA VASCULAR PROGRESIVA
I674;I67;ENCEFALOPATIA HIPERTENSIVA
I675;I67;ENFERMEDAD DE MOYAMOYA
I676;I67;TROMBOSIS APIOGENA DEL SISTEMA VENOSO INTRACRANEAL
I677;I67;ARTERITIS CEREBRAL, NO CLASIFICADA EN OTRA PARTE
I678;I67;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS
I679;I67;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA
I680;I68;ANGIOPATIA CEREBRAL AMILOIDE (E85.-�)
I681;I68;ARTERITIS CEREBRAL EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADA EN OTRA PARTE
I682;I68;ARTERITIS CEREBRAL EN OTRAS ENFERMEDADES CLASIFICADA EN OTRA PARTE
I688;I68;OTROS TRASTORNOS CEREBROVASCULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I690;I69;SECUELAS DE HEMORRAGIA SUBARACNOIDEA
I691;I69;SECUELAS DE HEMORRAGIA INTRAENCEFALICA
I692;I69;SECUELAS DE OTRAS HEMORRAGIAS INTRACRANEALES NO TRAUMATICAS
I693;I69;SECUELAS DE INFARTO CEREBRAL
I694;I69;SECUELAS DE ACCIDENTE VASCULAR ENCEFALICO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO
I698;I69;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS
I700;I70;ATEROSCLEROSIS DE LA AORTA
I701;I70;ATEROSCLEROSIS DE LA ARTERIA RENAL
I702;I70;ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS
I708;I70;ATEROSCLEROSIS DE OTRAS ARTERIAS
I709;I70;ATEROSCLEROSIS GENERALIZADA Y LA NO ESPECIFICADA
I710;I71;DISECCION DE AORTA (CUALQUIER PARTE)
I711;I71;RUPTURA DE ANEURISMA DE LA AORTA TORACICA
I712;I71;ANEURISMA DE LA AORTA TORACICA, SIN MENCION DE RUPTURA
I713;I71;RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL
I714;I71;ANEURISMA DE LA AORTA ABDOMINAL, SIN MENCION DE RUPTURA
I715;I71;RUPTURA DE ANEURISMA DE LA AORTA TORACOABDOMINAL
I716;I71;ANEURISMA DE LA AORTA TORACOABDOMINAL, SIN MENCION DE RUPTURA
I718;I71;RUPTURA DE ANEURISMA AORTICO, SITIO NO ESPECIFICADO
I719;I71;ANEURISMA DE LA AORTA, SITIO NO ESPECIFICADO, SIN MENCION DE RUPTURA
I720;I72;ANEURISMA DE LA ARTERIA CAROTIDA
I721;I72;ANEURISMA DE LA ARTERIA DEL MIEMBRO SUPERIOR
I722;I72;ANEURISMA DE ARTERIA RENAL
I723;I72;ANEURISMA DE ARTERIA ILIACA
I724;I72;ANEURISMA DE ARTERIA DEL MIEMBRO INFERIOR
I728;I72;ANEURISMA DE OTRAS ARTERIAS ESPECIFICADAS
I729;I72;ANEURISMA DE SITIO NO ESPECIFICADO
I730;I73;SINDROME DE RAYNAUD
I731;I73;TROMBOANGEITIS OBLITERANTE [BUERGER]
I738;I73;OTRAS ENFERMEDADES VASCULARES PERIFERICAS ESPECIFICADAS
I739;I73;ENFERMEDAD VASCULAR PERIFERICA, NO ESPECIFICADA
I740;I74;EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL
I741;I74;EMBOLIA Y TROMBOSIS DE OTRAS PORCIONES Y LAS NO ESPECIFICADAS DE LA AORTA
I742;I74;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS SUPERIORES
I743;I74;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES
I744;I74;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS
I745;I74;EMBOLIA Y TROMBOSIS DE ARTERIA ILIACA
I748;I74;EMBOLIA Y TROMBOSIS DE OTRAS ARTERIAS
I749;I74;EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA
I770;I77;FISTULA ARTERIOVENOSA, ADQUIRIDA
I771;I77;ESTRECHEZ ARTERIAL
I772;I77;RUPTURA ARTERIAL
I773;I77;DISPLASIA FIBROMUSCULAR ARTERIAL
I774;I77;SINDROME DE COMPRESION DEL TRONCO CELIACO
I775;I77;NECROSIS ARTERIAL
I776;I77;ARTERITIS, NO ESPECIFICADA
I778;I77;OTROS TRASTORNOS ESPECIFICADOS DE ARTERIAS Y ARTERIOLAS
I779;I77;TRASTORNOS DE ARTERIAS Y ARTERIOLAS, NO ESPECIFICADO
I780;I78;TELANGIECTASIA HEMORRAGICA HEREDITARIA
I781;I78;NEVO, NO NEOPLASICO
I788;I78;OTRAS ENFERMEDADES DE LOS CAPILARES
I789;I78;ENFERMEDAD DE LOS VASOS CAPILARES, NO ESPECIFICADA
I790;I79;ANEURISMA DE LA AORTA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I791;I79;AORTITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I792;I79;ANGIOPATIA PERIFERICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I798;I79;OTROS TRASTORNOS DE ARTERIAS, ARTERIOLAS Y VASOS CAPILARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I800;I80;FLEBITIS Y TROMBOFLEBITIS DE VASOS SUPERFICIALES DE LOS MIEMBROS INFERIORES
I801;I80;FLEBITIS Y TROMBOFLEBITIS DE LA VENA FEMORAL
I802;I80;FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES
I803;I80;FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA
I808;I80;FLEBITIS Y TROMBOFLEBITIS DE OTROS SITIOS
I809;I80;FLEBITIS Y TROMBOFLEBITIS DE SITIO NO ESPECIFICADO
I81;I81;TROMBOSIS DE LA VENA PORTA
I820;I82;SINDROME DE BUDD-CHIARI
I821;I82;TROMBOFLEBITIS MIGRATORIA
I822;I82;EMBOLIA Y TROMBOSIS DE VENA CAVA
I823;I82;EMBOLIA Y TROMBOSIS DE VENA RENAL
I828;I82;EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS
I829;I82;EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA
I830;I83;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA
I831;I83;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACION
I832;I83;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA E INFLAMACION
I839;I83;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION
I840;I84;HEMORROIDES INTERNAS TROMBOSADAS
I841;I84;HEMORROIDES INTERNAS CON OTRAS COMPLICACIONES
I842;I84;HEMORROIDES INTERNAS SIN COMPLICACION
I843;I84;HEMORROIDES EXTERNAS TROMBOSADAS
I844;I84;HEMORROIDES EXTERNAS CON OTRAS COMPLICACIONES
I845;I84;HEMORROIDES EXTERNAS SIN COMPLICACION
I846;I84;PROMINENCIAS CUTANEAS, RESIDUO DE HEMORROIDES
I847;I84;HEMORROIDES TROMBOSADAS NO ESPECIFICADAS
I848;I84;HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES
I849;I84;HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACION
I850;I85;VARICES ESOFAGICAS CON HEMORRAGIA
I859;I85;VARICES ESOFAGICAS SIN HEMORRAGIA
I860;I86;VARICES SUBLINGUALES
I861;I86;VARICES ESCROTALES
I862;I86;VARICES PELVICAS
I863;I86;VARICES DE LA VULVA
I864;I86;VARICES GASTRICAS
I868;I86;VARICES EN OTROS SITIOS ESPECIFICADOS
I870;I87;SINDROME POSTFLEBITICO
I871;I87;COMPRESION DE VENA
I872;I87;INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA)
I878;I87;OTROS TRASTORNOS VENOSOS ESPECIFICADOS
I879;I87;TRASTORNO VENOSO, NO ESPECIFICADO
I880;I88;LINFADENITIS MESENTERICA INESPECIFICA
I881;I88;LINFADENITIS CRONICA, EXCEPTO LA MESENTERICA
I888;I88;OTRAS LINFADENITIS INESPECIFICAS
I889;I88;LINFADENITIS INESPECIFICA NO ESPECIFICADA
I890;I89;LINFEDEMA, NO CLASIFICADO EN OTRA PARTE
I891;I89;LINFANGITIS
I898;I89;OTROS TRASTORNOS ESPECIFICADOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFATICOS
I899;I89;TRASTORNO NO INFECCIOSO DE VASOS Y GANGLIOS LINFATICOS, NO ESPECIFICADO
I950;I95;HIPOTENSION IDIOPATICA
I951;I95;HIPOTENSION ORTOSTATICA
I952;I95;HIPOTENSION DEBIDA A DROGAS
I958;I95;OTROS TIPOS DE HIPOTENSION
I959;I95;HIPOTENSION, NO ESPECIFICADA
I970;I97;SINDROME DE POSTCARDIOTOMIA
I971;I97;OTRAS ALTERACIONES FUNCIONALES CONSECUTIVAS A CIRUGIA CARDIACA
I972;I97;SINDROME DE LINFEDEMA POSTMASTECTOMIA
I978;I97;OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE
I979;I97;TRASTORNO NO ESPECIFICADO DEL SISTEMA CIRCULATORIO CONSECUTIVO A PROCEDIMIENTOS
I980;I98;SIFILIS CARDIOVASCULAR
I981;I98;TRASTORNOS CARDIOVASCULARES EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
I982;I98;VARICES ESOFAGICAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I988;I98;OTROS TRASTORNOS ESPECIFICADOS DEL APARATO CIRCULATORIO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I99;I99;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
J00;J00;RINOFARINGITIS AGUDA (RESFRIADO COMUN)
J010;J01;SINUSITIS MAXILAR AGUDA
J011;J01;SINUSITIS FRONTAL AGUDA
J012;J01;SINUSITIS ETMOIDAL AGUDA
J013;J01;SINUSITIS ESFENOIDAL AGUDA
J014;J01;PANSINUSITIS AGUDA
J018;J01;OTRAS SINUSITIS AGUDAS
J019;J01;SINUSITIS AGUDA, NO ESPECIFICADA
J020;J02;FARINGITIS ESTREPTOCOCICA
J028;J02;FARINGITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J029;J02;FARINGITIS AGUDA, NO ESPECIFICADA
J030;J03;AMIGDALITIS ESTREPTOCOCICA
J038;J03;AMIGDALITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J039;J03;AMIGDALITIS AGUDA, NO ESPECIFICADA
J040;J04;LARINGITIS AGUDA
J041;J04;TRAQUEITIS AGUDA
J042;J04;LARINGOTRAQUEITIS AGUDA
J050;J05;LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]
J051;J05;EPIGLOTITIS AGUDA
J060;J06;LARINGOFARINGITIS AGUDA
J068;J06;OTRAS INFECCIONES AGUDAS DE SITIOS MULTIPLES DE LAS VIAS RESPIRATORIAS SUPERIORES
J069;J06;INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA
J100;J10;INFLUENZA CON NEUMONIA, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO
J101;J10;INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO
J108;J10;INFLUENZA, CON OTRAS MANIFESTACIONES, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO
J110;J11;INFLUENZA CON NEUMONIA, VIRUS NO IDENTIFICADO
J111;J11;INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, VIRUS NO IDENTIFICADO
J118;J11;INFLUENZA CON OTRAS MANIFESTACIONES, VIRUS NO IDENTIFICADO
J120;J12;NEUMONIA DEBIDA A ADENOVIRUS
J121;J12;NEUMONIA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J122;J12;NEUMONIA DEBIDA A VIRUS PARAINFLUENZA
J128;J12;NEUMONIA DEBIDA A OTROS VIRUS
J129;J12;NEUMONIA VIRAL, NO ESPECIFICADA
J13;J13;NEUMONIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
J14;J14;NEUMONIA DEBIDA A HAEMOPHILUS INFLUENZAE
J150;J15;NEUMONIA DEBIDA A KLEBSIELLA PNEUMONIAE
J151;J15;NEUMONIA DEBIDA A PSEUDOMONAS
J152;J15;NEUMONIA DEBIDA A ESTAFILOCOCOS
J153;J15;NEUMONIA DEBIDA A ESTREPTOCOCOS DEL GRUPO B
J154;J15;NEUMONIA DEBIDA A OTROS ESTREPTOCOCOS
J155;J15;NEUMONIA DEBIDA A ESCHERICHIA COLI
J156;J15;NEUMONIA DEBIDA A OTRAS BACTERIAS AEROBICAS GRAMNEGATIVAS
J157;J15;NEUMONIA DEBIDA A MYCOPLASMA PNEUMONIAE
J158;J15;OTRAS NEUMONIAS BACTERIANAS
J159;J15;NEUMONIA BACTERIANA, NO ESPECIFICADA
J160;J16;NEUMONIA DEBIDA A CLAMIDIAS
J168;J16;NEUMONIA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS
J170;J17;NEUMONIA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
J171;J17;NEUMONIA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
J172;J17;NEUMONIA EN MICOSIS
J173;J17;NEUMONIA EN ENFERMEDADES PARASITARIAS
J178;J17;NEUMONIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
J180;J18;BRONCONEUMONIA, NO ESPECIFICADA
J181;J18;NEUMON�A LOBAR, NO ESPECIFICADA
J182;J18;NEUMONIA HIPOSTATICA, NO ESPECIFICADA
J188;J18;OTRAS NEUMONIAS, DE MICROORGANISMO NO ESPECIFICADO
J189;J18;NEUMONIA, NO ESPECIFICADA
J200;J20;BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE
J201;J20;BRONQUITIS AGUDA DEBIDA A HAEMOPHILUS INFLUENZAE
J202;J20;BRONQUITIS AGUDA DEBIDA A ESTREPTOCOCOS
J203;J20;BRONQUITIS AGUDA DEBIDA A VIRUS COXSACKIE
J204;J20;BRONQUITIS AGUDA DEBIDA A VIRUS PARAINFLUENZA
J205;J20;BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J206;J20;BRONQUITIS AGUDA DEBIDA A RINOVIRUS
J207;J20;BRONQUITIS AGUDA DEBIDA A VIRUS ECHO
J208;J20;BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J209;J20;BRONQUITIS AGUDA, NO ESPECIFICADA
J210;J21;BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J218;J21;BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J219;J21;BRONQUIOLITIS AGUDA, NO ESPECIFICADA
J22;J22;INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES
J300;J30;RINITIS VASOMOTORA
J301;J30;RINITIS ALERGICA DEBIDA AL POLEN
J302;J30;OTRA RINITIS ALERGICA ESTACIONAL
J303;J30;OTRAS RINITIS ALERGICAS
J304;J30;RINITIS ALERGICA, NO ESPECIFICADA
J310;J31;RINITIS CRONICA
J311;J31;RINOFARINGITIS CRONICA
J312;J31;FARINGITIS CRONICA
J320;J32;SINUSITIS MAXILAR CRONICA
J321;J32;SINUSITIS FRONTAL CRONICA
J322;J32;SINUSITIS ETMOIDAL CRONICA
J323;J32;SINUSITIS ESFENOIDAL CRONICA
J324;J32;PANSINUSITIS CRONICA
J328;J32;OTRAS SINUSITIS CRONICAS
J329;J32;SINUSITIS CRONICA, NO ESPECIFICADA
J330;J33;POLIPO DE LA CAVIDAD NASAL
J331;J33;DEGENERACION POLIPOIDE DE SENO PARANASAL
